mtitle,budget,rating,genre
"Mr 3000",30000000,5.7,"Mixed"
"Mr. Deeds",50000000,5.5,"Mixed"
"Mr. Smith Goes to Washington",1500000,8.4,"Mixed"
"Mrs. Winterbourne",25000000,5.8,"Mixed"
"Ms. 45",62000,6.3,"Drama"
"Much Ado",10000,6,"Comedy"
"Much Ado About Nothing",8000000,7.5,"Mixed"
"Mudge Boy, The",800000,6.8,"Drama"
"Mudhoney",60000,5.6,"Drama"
"Muertos de risa",3500000,6.3,"Comedy"
"Mujeres al borde de un ataque de nervios",700000,7.5,"Mixed"
"Mulan",70000000,7.2,"Mixed"
"Mulholland Dr.",15000000,7.9,"Drama"
"Mullet",1000000,5.9,"Mixed"
"Multi-Facial",3000,6.7,"Short"
"Multiple Maniacs",5000,6.6,"Comedy"
"Multiplicity",45000000,5.7,"Comedy"
"Mumford",28000000,6.9,"Mixed"
"Mummy Returns, The",98000000,6.1,"Action"
"Mummy, The",196000,7.2,"None"
"Mummy, The",76000000,6.5,"Mixed"
"Muppets From Space",24000000,6,"Comedy"
"Murbah Swamp Beer",3000,6.7,"Mixed"
"Murder by Numbers",50000000,6,"None"
"Murder-Set-Pieces",2000000,4.9,"None"
"Murders in the Rue Morgue",190000,6.1,"None"
"Murders in the Rue Morgue",700000,4.9,"None"
"Muriel's Wedding",3000000,7.1,"Mixed"
"Musa",60000000,7.5,"Mixed"
"Muse, The",15000000,5.6,"Comedy"
"Music of the Heart",27000000,6.6,"Drama"
"Musketeer, The",40000000,4.4,"Mixed"
"Mutant Aliens",200000,6.4,"Mixed"
"Mutant Species",1750000,2.8,"None"
"Mute Witness",2000000,6.8,"Comedy"
"Mutiny on the Bounty",1950000,7.8,"Drama"
"Mutiny on the Bounty",19000000,6.9,"Drama"
"My Beautiful Laundrette",400000,6.9,"Mixed"
"My Best Friend's Wedding",46000000,6.4,"Mixed"
"My Best Girl",483103,8,"Mixed"
"My Big Fat Greek Wedding",5000000,6.9,"Mixed"
"My Body's Revolting",12260,7.4,"Mixed"
"My Boss's Daughter",14000000,4.1,"Mixed"
"My Cousin Vinny",11000000,7.2,"Comedy"
"My Dog Skip",7000000,7.1,"Drama"
"My Fair Lady",17000000,7.8,"Mixed"
"My Family",5500000,7,"Drama"
"My Father's Son",60000,8.4,"Documentary"
"My Favorite Martian",60000000,4.5,"Comedy"
"My Fellow Americans",21500000,6.3,"Comedy"
"My Girl",16500000,6.3,"Mixed"
"My Life's in Turnaround",22000,3.9,"Comedy"
"My Little Eye",3000000,5.9,"None"
"My Own Private Idaho",2500000,6.7,"Drama"
"My Samurai",700000,3.8,"Action"
"My Stepmother Is an Alien",16000000,4.7,"Comedy"
"My X-Girlfriend's Wedding Reception",500000,5.8,"Comedy"
"Myra Breckinridge",5000000,4,"Comedy"
"Mysterious Island, The",1130000,5.9,"None"
"Mysterious Lady, The",337000,7,"Mixed"
"Mystery Men",68000000,5.8,"Mixed"
"Mystery Mountain",80000,5.4,"None"
"Mystery Train",2800000,7.2,"Mixed"
"Mystery, Alaska",28000000,6.4,"Mixed"
"Mystic Masseur, The",2500000,5.2,"Drama"
"Mystic Pizza",6000000,6.1,"Mixed"
"Mystic River",30000000,8,"Drama"
"N.B.T.",65000,6.8,"Mixed"
"Nadar solo",20000,7.5,"Drama"
"Nadie conoce a nadie",3000000,6.3,"None"
"Nadja",1000000,5.7,"Drama"
"Naked",3000,5.3,"Mixed"
"Naked Gun 33 1/3: The Final Insult",30000000,5.8,"Comedy"
"Naked Paradise",90000,1.9,"Drama"
"Naked Prey, The",900000,7.5,"None"
"Naked Zoo, The",250000,1.3,"Drama"
"Naken",25000,4.8,"Comedy"
"Nakta(dul)",75000,6.5,"Drama"
"Nam's Angels",350000,4,"Mixed"
"Name der Rose, Der",20000000,7.7,"Drama"
"Names of Sin",35000,9.8,"Short"
"Nanny, The",1300000,7.1,"None"
"Nanook of the North",53000,7.6,"Documentary"
"Napoleon Dynamite",400000,7.2,"Comedy"
"Naqoyqatsi",3000000,6.9,"Documentary"
"Narc",7500000,7.3,"Drama"
"Narrow Corner, The",240000,5.6,"Drama"
"Nasty Burgers",50000,6.2,"None"
"National Treasure",100000000,6.6,"Action"
"Native Son",2000000,5.9,"Drama"
"Nattens engel",700000,4.9,"None"
"Natural Born Killers",50000000,6.6,"Mixed"
"Natural, The",28000000,7.4,"Drama"
"Naturally Native",700000,8.5,"None"
"Navigator, The",220000,7.8,"Comedy"
"Navy Blues",1200000,7.1,"Comedy"
"Navy vs. the Night Monsters, The",178000,2.2,"None"
"Near Dark",5000000,7,"None"
"Necromania: A Tale of Weird Love",7000,3.3,"None"
"Necronomicon",4000000,4.8,"None"
"Negotiator, The",50000000,7.2,"Mixed"
"Neighbors",8500000,4.9,"Comedy"
"Nemesis Game",3000000,5.5,"None"
"Neon Maniacs",1500000,4,"Comedy"
"Neredesin Firuze",1500000,7.9,"Comedy"
"Net, The",22000000,5.6,"Mixed"
"Netherbeast of Berm-Tech Industries, Inc., The",3000,4.2,"Mixed"
"Netto Perde Sua Alma",1300000,6.9,"Mixed"
"Network",3800000,8,"Drama"
"Never Again",500000,5.7,"Mixed"
"Never Among Friends",7000,6.4,"Mixed"
"Never Been Thawed",35000,5.3,"Comedy"
"Never Let Me Go",1500000,5.4,"Mixed"
"Never Say Never Again",36000000,6.1,"Action"
"NeverEnding Story II: The Next Chapter, The",36000000,4.3,"None"
"NeverEnding Story III, The",17000000,3,"None"
"New Adventures of Pinocchio, The",10000000,4.7,"None"
"New Guy",55000,7.5,"Comedy"
"New Guy, The",13000000,5.2,"Comedy"
"New Jack City",8500000,6.1,"Mixed"
"New Jersey Drive",5000000,5.4,"Drama"
"New York Stories",15000000,6.1,"Mixed"
"New York, New York",14000000,6.3,"Drama"
"News for the Church",50000,8.7,"Mixed"
"Newsies",15000000,5.7,"Drama"
"Newton Boys, The",27000000,5.7,"Mixed"
"Next Best Thing, The",25000000,4.7,"Mixed"
"Next Friday",9500000,5.2,"Comedy"
"Next Step, The",450000,4,"None"
"Next Stop Wonderland",1000000,6.7,"Mixed"
"Niagara",1250000,7,"None"
"Nicholas Nickleby",10000000,7.4,"Drama"
"Nickel Children, The",2000000,5.8,"Drama"
"Nickelodeon",9000000,6,"Comedy"
"Night Fright",18000,1.3,"None"
"Night Shadows",2500000,3.8,"None"
"Night Train to Mundo Fine",30000,1.8,"Mixed"
"Night at the Roxbury, A",17000000,5.1,"Comedy"
"Night of Dark Shadows",900000,4.6,"None"
"Night of a Thousand Screams",175000,9.2,"None"
"Night of the Blood Beast",68000,2.2,"None"
"Night of the Demons",1200000,5,"None"
"Night of the Dog",5000,9.5,"Mixed"
"Night of the Eagle",200000,6.6,"None"
"Night of the Hunter, The",795000,8.2,"Drama"
"Night of the Iguana, The",3000000,7.3,"Drama"
"Night of the Living Dead",114000,7.6,"None"
"Night of the Living Dead",4200000,6.1,"None"
"Night of the Scarecrow",2000000,4.3,"None"
"Night of the Snakehead Fish",1500,7.4,"Comedy"
"Night to Remember, A",1680000,7.7,"Mixed"
"Nightmare Before Christmas, The",18000000,7.8,"Animation"
"Nightmare On Elm Street 3: Dream Warriors, A",4000000,5.8,"Comedy"
"Nightmare On Elm Street 4: The Dream Master, A",13000000,4.8,"Comedy"
"Nightmare On Elm Street Part 2: Freddy's Revenge, A",3000000,4.5,"Comedy"
"Nightmare On Elm Street, A",1800000,7.1,"None"
"Nightmare On Elm Street: The Dream Child, A",6000000,4.3,"Comedy"
"Nightmare Sisters",40000,3.5,"None"
"Nikmato Shel Itzik Finkelstein",500000,7.3,"Comedy"
"Nikos",65000,3.6,"Comedy"
"Nil by Mouth",9000000,6.9,"Drama"
"Ninja Bachelor Party",5000,7.2,"Short"
"Ninotchka",1365000,7.9,"Mixed"
"Ninth Gate, The",38000000,6.4,"None"
"Nisuim Fiktiveem",25000,7.1,"Drama"
"Nixon",50000000,6.8,"Drama"
"No Blade of Grass",1500000,6.2,"Drama"
"No Code of Conduct",12000000,4.4,"Mixed"
"No Escape",20000000,5.6,"Action"
"No Looking Back",5000000,5.6,"Mixed"
"No More Excuses",12000,1,"Comedy"
"No Return",35000,6.1,"None"
"No Way Home",4000000,6.6,"Drama"
"No Witness",350000,3.8,"None"
"Noah's Ark",2000000,5.9,"Drama"
"Nobody",13000,5.3,"Short"
"Nochnoy dozor",4200000,6.3,"Action"
"Non-Abductees Anonymous",15000,7.2,"Mixed"
"Noodle Soup",15000,8.2,"Mixed"
"Norma's Lament",25000,2.8,"Short"
"Noro",500000,5.4,"Drama"
"North",40000000,4.1,"Mixed"
"North by Northwest",4000000,8.6,"None"
"North of Providence",10000,9.7,"Mixed"
"North to Alaska",3500000,6.7,"Comedy"
"Northfork",1900000,6.2,"Drama"
"Not Another Teen Movie",16000000,5.2,"Comedy"
"Not as a Stranger",2000000,6.6,"Drama"
"Not of This Earth",100000,4.8,"None"
"Notebook, The",30000000,7.8,"Mixed"
"Nothing But Trouble",40000000,3.7,"Comedy"
"Nothing But a Man",160000,7.6,"Drama"
"Nothing Lasts Forever",3000000,6.3,"Comedy"
"Nothing Really Happens: Memories of Aging Strippers",300000,8.1,"Drama"
"Nothing Sacred",1831927,7.4,"Mixed"
"Nothing to Lose",200000,4.7,"Drama"
"Notorious",2000000,8.3,"Romance"
"Notting Hill",42000000,7,"Mixed"
"November",300000,2.8,"Drama"
"Novocaine",6000000,5.9,"Mixed"
"Nowhere Man",250000,5.6,"Mixed"
"Nueve reinas",1500000,7.6,"Drama"
"Nun Fu",5000,9.8,"Mixed"
"Nun's Story, The",3500000,7.4,"Drama"
"Nurse Betty",24000000,6.6,"Mixed"
"Nutbag",40000,4,"None"
"Nutcracker, The",19000000,5,"None"
"Nutty Professor II: The Klumps",84000000,4.5,"Comedy"
"Nutty Professor, The",54000000,5.8,"Mixed"
"Nymphoid Barbarian in Dinosaur Hell, A",40000,2.2,"None"
"O",5000000,6.3,"Mixed"
"O Brother, Where Art Thou?",26000000,7.8,"Comedy"
"O da beni seviyor",1500000,6.4,"Drama"
"O.C. and Stiggs",7000000,5,"Comedy"
"Object of My Affection, The",15000000,6,"Mixed"
"Oblivion",2500000,4.2,"None"
"Oblivion 2: Backlash",2500000,5.1,"None"
"Oblong Box, The",175000,5.6,"None"
"Obsession",1400000,6.9,"Drama"
"Ocean Tribe",380000,6.3,"Mixed"
"Ocean's Eleven",85000000,7.5,"Comedy"
"Ocean's Twelve",110000000,6,"Comedy"
"Octane",11500000,4.4,"None"
"Octopus",5000000,2.8,"None"
"Octopussy",27500000,6.4,"Action"
"Odinokiy igrok",400000,6.7,"Mixed"
"Of Age",1000,9.9,"Mixed"
"Of Unknown Origin",4000000,5.8,"None"
"Off",10000,9.2,"Short"
"Office Space",10000000,7.7,"Comedy"
"Offspring, The",1100000,5.4,"None"
"Ogniem i mieczem",8000000,6.7,"Drama"
"Oh Marbella!",2000000,8.6,"Comedy"
"Oh My God",3500,7.5,"Mixed"
"Oklahoma Woman, The",60000,1.8,"None"
"Oklahoma!",5000000,7.2,"Romance"
"Okul",1000000,6.4,"None"
"Old Man Who Read Love Stories, The",9500000,6.1,"Drama"
"Old Man and the Studio, The",15000,7.8,"Mixed"
"Old School",24000000,6.7,"Comedy"
"Oligarkh",5000000,6.2,"Drama"
"Oliver Twist",175000,7,"Drama"
"Oliver!",10000000,7.3,"Drama"
"Omaha (The Movie)",38000,5.2,"Comedy"
"Omega Code, The",8000000,3.5,"Mixed"
"Omen, The",2800000,7.3,"Drama"
"On Again Off Again",214000,5.8,"Comedy"
"On Her Majesty's Secret Service",7000000,6.7,"Mixed"
"On Their Knees",250000,5.5,"Comedy"
"On a Clear Day You Can See Forever",10000000,5.8,"Mixed"
"On the Border",3000000,4.8,"Drama"
"On the Line",10000000,4.1,"Mixed"
"On the Run",750000,6.6,"Comedy"
"On the Town",2111250,7.7,"Comedy"
"On the Waterfront",910000,8.4,"Mixed"
"Once Bitten",3200000,4.8,"Comedy"
"Once Upon a Time in America",30000000,8.2,"Drama"
"Once Upon a Time in Mexico",29000000,6,"Action"
"One",180000,6.3,"Drama"
"One Angry Dwarf",3500,8.5,"Mixed"
"One Blood Planet",200000,8,"None"
"One Dark Night",978000,4,"None"
"One Eight Seven",23000000,6.3,"Drama"
"One Exciting Night",267000,4.6,"None"
"One Eyed King",6500000,5.1,"Drama"
"One Flew Over the Cuckoo's Nest",4400000,8.7,"Drama"
"One Hell of a Christmas",400000,2.7,"Comedy"
"One Hour Photo",12000000,7.1,"Drama"
"One Hundred Men and a Girl",762000,6.9,"Comedy"
"One Hundred and One Dalmatians",4000000,7.1,"Mixed"
"One Man's Hero",18000000,5.5,"Mixed"
"One More Round",200000,8.8,"Comedy"
"One Night Stand",24000000,5.7,"Drama"
"One Particular Person",6000,8.5,"Mixed"
"One Rainy Afternoon",511383,6,"Comedy"
"One True Thing",30000000,7,"Drama"
"One Weekend a Month",4000,9.4,"Short"
"One from the Heart",26000000,6,"Mixed"
"One of Five",10000,7.5,"Mixed"
"One, Two, Three",3000000,7.8,"Comedy"
"Onegin",14000000,6.3,"Mixed"
"Only Game in Town, The",11000000,4.8,"Drama"
"Ono",92000,5.9,"Drama"
"Open Range",26000000,7.5,"Drama"
"Open Water",130000,6.1,"Drama"
"Opera",8000000,6.9,"None"
"Orange County",18000000,6.1,"Mixed"
"Order, The",38000000,4.6,"None"
"Ordinary People",6000000,7.9,"Drama"
"Orgazmo",1000000,5.7,"Comedy"
"Original Gangstas",4800000,5.3,"Drama"
"Original Kings of Comedy, The",3000000,6.1,"Mixed"
"Original Sin",26000000,5.5,"Mixed"
"Orlando",5000000,6.8,"Mixed"
"Osama",46000,7.5,"Drama"
"Osmosis Jones",75000000,6.2,"Mixed"
"Othello",11000000,6.8,"Drama"
"Other Side of Heaven, The",7000000,6.5,"Drama"
"Others, The",17000000,7.8,"Drama"
"Otra conquista, La",3500000,6.7,"Drama"
"Our Daily Bread",125000,7,"Mixed"
"Our Gang Follies of 1938",58815,6.8,"Mixed"
"Out Cold",11000000,5.2,"Comedy"
"Out for a Kill",20000000,3,"Action"
"Out of Africa",31000000,6.9,"Mixed"
"Out of Courage 2: Out for Vengeance",10000,5.3,"Mixed"
"Out of Our Dens: The Richard and the Young Lions Story",8000,9.8,"Documentary"
"Out of Reach",20000000,3.7,"Mixed"
"Out of Sight",48000000,7.3,"Mixed"
"Out of the Dark",1600000,4.5,"Comedy"
"Out-of-Sync",1500000,4.7,"Drama"
"Out-of-Towners, The",40000000,5,"Comedy"
"Outbreak",50000000,6.4,"Drama"
"Outcasts",20000,9,"Mixed"
"Outfoxed: Rupert Murdoch's War on Journalism",200000,7.8,"Documentary"
"Outing, The",2000000,4.4,"None"
"Outland",16000000,6.3,"Action"
"Outlaw Blues",1900000,5,"Drama"
"Outside",125000,9.8,"Short"
"Outside Providence",7000000,6.1,"Mixed"
"Outsiders, The",10000000,6.8,"Drama"
"Overnight Delivery",12000000,5.9,"Mixed"
"Owning Mahowny",10000000,7,"Drama"
"Oz",150000,3.8,"Comedy"
"Ozone",3500,3.3,"None"
"P.I. Blues",95000,7.6,"None"
"P.O. Box",5000,7.6,"Short"
"P.S. Your Cat Is Dead",2000000,4.7,"Comedy"
"PCU",9000000,5.9,"Comedy"
"PG",15000,6.3,"Mixed"
"Pacifier, The",56000000,4.9,"Mixed"
"Packing Suburbia, A",40000,4.5,"Drama"
"Pagan Love Song",1906265,5.7,"Romance"
"Paging Emma",600000,6.2,"Drama"
"Paint Your Wagon",20000000,6.5,"Comedy"
"Painted Veil, The",947000,6,"Mixed"
"Pale Rider",6900000,6.9,"None"
"Panama Hattie",1097907,6.2,"Comedy"
"Pandaemonium",15000000,6.2,"Drama"
"Pandora and the Flying Dutchman",1500000,6.7,"Mixed"
"Panic",1000000,6.9,"Mixed"
"Panic Room",48000000,7,"Drama"
"Papa",3500000,8.1,"Drama"
"Papa's song",800000,5.5,"None"
"Paparazzi",20000000,5.6,"Drama"
"Papillon",12000000,7.8,"Drama"
"Parachute Jumper",206000,6.7,"Drama"
"Paradine Case, The",4258000,6.3,"Drama"
"Paradzhanov",121000,2.3,"Documentary"
"Parasite",800000,3.2,"None"
"Parents",3000000,5.9,"Comedy"
"Parents of the Year",100000,7.8,"Mixed"
"Paris - When It Sizzles",4000000,5.6,"Mixed"
"Paris Is Burning",500000,7,"Documentary"
"Parnell",1547000,4.5,"Drama"
"Party Monster",5000000,5.8,"Drama"
"Party, The",1500000,7.4,"Comedy"
"Passage to Ottawa, A",300000,6.3,"Drama"
"Passage, The",10000,5.8,"Action"
"Passion of the Christ, The",30000000,7.4,"Drama"
"Pat Garrett and Billy the Kid",4638783,6.9,"None"
"Patch Adams",50000000,6.1,"Mixed"
"Paths of Glory",935000,8.6,"Drama"
"Patriot Games",45000000,6.8,"Mixed"
"Patriot, The",1000000,6.6,"Drama"
"Patriot, The",110000000,6.8,"Mixed"
"Patrullero, El",1500000,6.9,"Drama"
"Patton",12000000,8.2,"Drama"
"Pavilion of Women",5000000,5.3,"Drama"
"Pawnbroker, The",500000,7.6,"Drama"
"Pay It Forward",40000000,6.7,"Mixed"
"Payback",1000000,5.1,"Mixed"
"Payback",50000000,6.8,"None"
"Paycheck",60000000,6.1,"Action"
"Payday",76000,6,"Drama"
"Peacekeeper, The",10000000,4.6,"Action"
"Peacemaker, The",50000000,5.9,"Action"
"Peaches",1400000,4.3,"Comedy"
"Pearl Harbor",135250000,5.4,"Mixed"
"Pecker",6000000,6.4,"Comedy"
"Pee-wee's Big Adventure",6000000,6.7,"Comedy"
"Peg o' My Heart",623000,5.9,"Mixed"
"Peggy Sue Got Married",18000000,6.3,"Mixed"
"Penance",20000,8,"Mixed"
"Penelope",4000000,5.3,"Comedy"
"Penitentiary",100000,4.6,"Drama"
"Pennies from Heaven",22000000,6.3,"Mixed"
"Pep Squad",500000,4.4,"Comedy"
"Per un pugno di dollari",200000,7.8,"Action"
"Perez Family, The",11000000,6,"Mixed"
"Perfect Couple, A",1500000,5.7,"Comedy"
"Perfect Location, The",50000,9.7,"Short"
"Perfect Sense",2100,8.3,"Mixed"
"Perfect Storm, The",120000000,6.2,"Mixed"
"Perfect Target",3500000,4.2,"Action"
"Perfect Woman, The",8000,7.8,"Mixed"
"Permanent Record",8000000,6.1,"Drama"
"Personal Property",299000,6.3,"Mixed"
"Pest, The",17000000,3.8,"Comedy"
"Pet Sematary",11500000,5.7,"None"
"Pet Sematary II",8000000,3.7,"None"
"Pete's Dragon",10000000,5.8,"Animation"
"Peter Pan",4000000,7.2,"Animation"
"Peter Pan",100000000,7.2,"Action"
"Petit soldat, Le",180000,7.1,"Drama"
"Petite morte, La",55000,7,"Short"
"Petrified Forest, The",500000,7.5,"Drama"
"Phantasm",300000,6.2,"None"
"Phantasm II",3000000,5.4,"None"
"Phantasm III: Lord of the Dead",2500000,4.8,"None"
"Phantasm IV: Oblivion",650000,4.5,"None"
"Phantom Empire, The",70000,6.2,"None"
"Phantom of the Opera",1500000,6.6,"Drama"
"Phantom of the Opera, The",60000000,7.2,"Mixed"
"Phantom of the Paradise",1300000,6.8,"Comedy"
"Phantom, The",45000000,5,"Action"
"Pharaoh's Curse",116000,3.6,"None"
"Phenomena",3800000,6.5,"None"
"Phenomenon",32000000,6.3,"Mixed"
"Philadelphia",26000000,7.5,"Drama"
"Phobia",5100000,2.5,"None"
"Phone Booth",10000000,7.3,"None"
"Pi",60000,7.5,"None"
"Pianist, The",35000000,8.5,"Drama"
"Piano, The",7000000,7.4,"Mixed"
"Pick-up Artist, The",15000000,4.8,"Mixed"
"Pickman's Model",2500,6.6,"Short"
"Picture Perfect",19000000,5.6,"Mixed"
"Picture of Dorian Gray, The",3500000,7.6,"Drama"
"Pieces of April",300000,7.3,"Mixed"
"Pierrot le fou",300000,7.3,"Drama"
"Pink Flamingos",12000,6.1,"Comedy"
"Pink Narcissus",27000,5.2,"Drama"
"Pink Panther Strikes Again, The",6000000,6.9,"Comedy"
"Pinocchio",2600000,7.7,"Animation"
"Piranha",660000,5.4,"Comedy"
"Pirate, The",3700000,7.1,"Comedy"
"Pirates",40000000,5.5,"Comedy"
"Pirates of the Caribbean: The Curse of the Black Pearl",125000000,8,"Mixed"
"Pit and the Pendulum",200000,6.8,"None"
"Pitch Black",23000000,6.7,"None"
"Pizza Man vs. the Dude",16000,7.4,"None"
"Pizza: The Movie",10000,7.5,"Comedy"
"Place Called Chiapas, A",891000,6.7,"Documentary"
"Place in the Sun, A",2295304,7.7,"Mixed"
"Plan 9 from Outer Space",60000,3.5,"None"
"Plane Crazy",3528,6.9,"Mixed"
"Planet of the Apes",5800000,7.9,"Mixed"
"Planet of the Apes",100000000,5.6,"Action"
"Plankton",250000,4.2,"None"
"Platoon",6000000,8.1,"Mixed"
"Play It to the Bone",24000000,5.1,"Mixed"
"Playing by Heart",14000000,7.1,"Mixed"
"Playing the Part",12000,7.3,"Short"
"Pleasantville",40000000,7.5,"Mixed"
"Pledge, The",45000000,6.9,"Drama"
"Plight of Clownana, The",6000,9.9,"Mixed"
"Plug",12000,6.2,"Mixed"
"Plunge, The",30000,7.1,"Mixed"
"Pobeg",1800000,2.6,"Drama"
"Pocahontas",55000000,5.7,"Mixed"
"Pocketful of Miracles",2900000,7.1,"Mixed"
"Poetic Justice",14000000,5,"Mixed"
"Point Blank",3000000,7.4,"Mixed"
"Point Break",24000000,6.5,"Mixed"
"Point Five",3000,9.6,"Mixed"
"Point Men, The",6100000,4.6,"Action"
"Poison",250000,6.2,"Drama"
"Poison Ivy",3000000,5,"Drama"
"Pol Pot's Birthday",9000,8.7,"Mixed"
"Polar Express, The",150000000,6.8,"Animation"
"Police Academy",4500000,5.7,"Comedy"
"Police Beat",500000,2.7,"None"
"Polish Vampire in Burbank",3000,3.5,"Comedy"
"Pollock",6000000,7.1,"Drama"
"Pollyanna",300000,7.3,"Mixed"
"Poltergeist",10700000,7.3,"None"
"Poltergeist II: The Other Side",19000000,4.9,"None"
"Poltergeist III",9500000,3.7,"None"
"Polyester",300000,6.5,"Comedy"
"Polymorph",10000,5.9,"Action"
"Pooh's Heffalump Movie",20000000,6.7,"Animation"
"Poolhall Junkies",4000000,6.6,"Drama"
"Pootie Tang",3000000,4.1,"Mixed"
"Pope of Utah, The",40000,7.1,"Drama"
"Popeye",20000000,4.8,"Comedy"
"Porgy and Bess",7000000,7.9,"Mixed"
"Porky's",4000000,5.4,"Comedy"
"Porky's II: The Next Day",6500000,4,"Comedy"
"Porky's Revenge",9000000,3.7,"Comedy"
"Portal: The Movie",15000,8.4,"Mixed"
"Portrait of Jennie",4041000,7.5,"Mixed"
"Poseidon Adventure, The",5000000,6.8,"Mixed"
"Possession of Joel Delaney, The",1300000,5.1,"None"
"Possums",1400000,5.3,"Mixed"
"Postino, Il",3000000,7.6,"Mixed"
"Postman, The",80000000,5.2,"Mixed"
"Powerpuff Girls, The",10000000,6.2,"Mixed"
"Practical Magic",60000000,5.4,"Mixed"
"Prairie Rustlers",23300,5.5,"None"
"Pray for Death",4000000,4.4,"Action"
"Prayer for the Dying, A",6000000,6.1,"Mixed"
"Praying with Anger",750000,4.6,"Drama"
"Predator",18000000,7.4,"Action"
"Prefontaine",8000000,6.4,"Drama"
"Presence of Mind",3000000,5.6,"Drama"
"Pretend",150000,7,"Drama"
"Pretty Poison",1800000,7.3,"Romance"
"Pretty Woman",14000000,6.6,"Mixed"
"Preventive Warriors",50000,9,"Documentary"
"Price of Glory",10000000,6.2,"Drama"
"Primal Fear",30000000,7.5,"Drama"
"Primary Colors",65000000,6.8,"Mixed"
"Prime Suspects",550000,1.5,"None"
"Prime Time, The",150000,1.5,"Drama"
"Primer",7000,6.4,"Drama"
"Prince Who Was a Thief, The",1000000,5.8,"None"
"Prince of Darkness",3000000,6.1,"None"
"Prince of Egypt, The",60000000,6.9,"Mixed"
"Prince of Tides, The",30000000,6.3,"Mixed"
"Princess Bride, The",16000000,8.2,"Mixed"
"Princess Diaries 2: Royal Engagement, The",40000000,5.3,"Mixed"
"Princess Diaries, The",37000000,6,"Comedy"
"Princess and the Pirate, The",2000000,6.7,"Comedy"
"Prison",4000000,5.5,"Drama"
"Prisoner of Zenda, The",323062,7.4,"None"
"Prisoner of Zenda, The",12500000,4.3,"Comedy"
"Private Detective 62",260000,6.6,"Drama"
"Private Detective: Two Plus Two Plus One",200000,3.8,"None"
"Private Lessons",2800000,4.4,"Comedy"
"Private Life of Sherlock Holmes, The",10000000,7.3,"Mixed"
"Private Parts",20000000,6.6,"Mixed"
"Prodigal, The",5000000,5.2,"Drama"
"Producers, The",941000,7.8,"Comedy"
"Professional Courtesy",30000,8,"Short"
"Professor Beware",820000,7.2,"Comedy"
"Professor, The",1000,6.6,"Mixed"
"Progeny",2500000,4.2,"None"
"Proof of Life",65000000,6.3,"Mixed"
"Prophecy",12000000,4,"None"
"Prophecy, The",8000000,6.4,"None"
"Proverb, The",5000,5.4,"Mixed"
"Prowler, The",1000000,4.7,"None"
"Proximity",6000000,4.9,"None"
"Prozac Nation",9000000,6.2,"Drama"
"Psych-Out",100000,5.5,"Mixed"
"Psycho",806947,8.6,"None"
"Psycho",20000000,5,"None"
"Psycho Beach Party",1500000,5.7,"Comedy"
"Psycho II",5000000,5.7,"None"
"Psychomania",42000,3.6,"None"
"Puddle Cruiser",160000,6.3,"Comedy"
"Pulp Diction",1000,6.5,"Mixed"
"Pulp Fiction",8000000,8.8,"Drama"
"Pulse: A Stomp Odyssey",3000000,8.5,"Mixed"
"Pumpkinhead",3500000,5.4,"None"
"Punch-Drunk Love",25000000,7.5,"Mixed"
"Punisher, The",10000000,4.7,"Action"
"Punisher, The",33000000,6.2,"Action"
"Puppet Master II",780000,4.3,"None"
"Puppet Master III: Toulon's Revenge",800000,5,"None"
"Puppies for Sale",3500,7.2,"Short"
"Purple Plain, The",2000000,6.3,"Mixed"
"Purple Rose of Cairo, The",15000000,7.5,"Mixed"
"Pushing Tin",33000000,5.9,"Mixed"
"Putney Swope",200000,6.3,"Comedy"
"Puzzle, The",1500,8.5,"Short"
"Puzzlehead",500000,7.7,"None"
"Pygmalion",350000,7.7,"Mixed"
"Q",1200000,6,"Drama"
"Queen Christina",1114000,7.7,"Mixed"
"Queen of the Damned",35000000,4.7,"None"
"Queen's Messenger II",4000000,6,"Action"
"Quest for Camelot",40000000,5.4,"Mixed"
"Quick and the Dead, The",32000000,6.1,"Action"
"Quiet American, The",30000000,7.4,"Mixed"
